,Name,Value,Overall_rating,Statistical_rating,Short_name
259,J. Walters,4200000.0,75,54.19130434782608,J. Walters
260,J. Kenny,500000.0,61,11.400000000000002,J. Kenny
261,J. Evans,10000000.0,79,107.50322580645161,J. Evans
262,J. Ayew,9500000.0,76,67.58571428571427,J. Ayew
263,J. Henderson,21500000.0,82,170.05,J. Henderson
264,J. Pickford,10000000.0,77,60.40689655172414,J. Pickford
265,J. Rhodes,3300000.0,72,1.2666666666666664,J. Rhodes
266,J. Ibe,4600000.0,72,44.232,J. Ibe
267,J. Mutch,1200000.0,69,24.7,J. Mutch
268,J. Clasie,9000000.0,77,43.4625,J. Clasie
269,J. Onomah,7000000.0,72,16.720000000000002,J. Onomah
270,J. Sims,1700000.0,67,36.91428571428571,J. Sims
271,J. Tymon,375000.0,60,76.76,J. Tymon
272,J. King,11500000.0,77,109.56666666666666,J. King
273,J. Ngoy,475000.0,61,15.959999999999999,J. Ngoy
274,J. Stanislas,4200000.0,73,99.16190476190476,J. Stanislas
275,J. Pied,3200000.0,73,73.14999999999999,J. Pied
276,J. Guðmundsson,4700000.0,73,97.28,J. Guðmundsson
277,K. Grosicki,7500000.0,76,79.04,K. Grosicki
278,K. Schmeichel,19000000.0,83,65.10666666666667,K. Schmeichel
279,K. Iheanacho,11500000.0,75,29.07,K. Iheanacho
280,K. De Bruyne,83000000.0,89,148.83333333333334,K. De Bruyne
281,K. Long,1800000.0,70,89.93333333333334,K. Long
282,K. Mirallas,17500000.0,81,67.85714285714288,K. Mirallas
283,K. Stewart,3600000.0,72,-4.75,K. Stewart
284,K. Wimmer,12000000.0,78,5.320000000000002,K. Wimmer
285,K. Gibbs,8500000.0,78,50.78181818181818,K. Gibbs
286,K. Trippier,10000000.0,78,87.71666666666665,K. Trippier
